fund_id,fund_name,amc_id,category_id,risk_rating_id,benchmark_id,inception_date
21748,Fund 30,4,6,4,1,2014-02-06
21749,Fund 23,5,3,3,1,2021-02-04
21750,Fund 5,6,1,4,4,2006-01-08
21751,Fund 91,8,1,2,2,2011-06-25
21752,Fund 165,7,6,3,1,2009-08-21
21753,Fund 159,6,3,3,3,1994-07-07
21754,Fund 78,6,1,3,2,2022-01-24
21755,Fund 64,3,3,4,4,1990-12-01
21756,Fund 17,2,1,4,3,2002-06-09
21757,Fund 145,1,6,2,2,1994-09-26
21758,Fund 130,2,5,3,5,2013-08-11
21759,Fund 68,1,1,4,3,1992-02-04
21760,Fund 9,5,4,3,2,2002-01-21
21761,Fund 116,8,3,2,1,1998-07-21
21762,Fund 195,2,1,4,5,2015-04-24
21763,Fund 82,6,4,1,3,2001-04-20
21764,Fund 113,2,6,1,5,2008-02-21
21765,Fund 112,6,5,3,5,1993-07-10
21766,Fund 14,2,1,2,5,1999-09-04
21767,Fund 132,2,1,2,1,2013-09-02
21768,Fund 141,4,2,2,2,2008-01-10
21769,Fund 171,7,1,2,5,1997-03-06
21770,Fund 40,7,1,4,5,1997-08-15
21771,Fund 59,2,2,2,3,2000-03-08
21772,Fund 68,7,3,3,1,2005-08-08
21773,Fund 24,2,5,3,3,1998-07-04
21774,Fund 60,7,5,3,2,2022-09-10
21775,Fund 147,4,5,1,2,1991-11-10
21776,Fund 199,5,2,1,5,2012-03-17
21777,Fund 29,4,1,4,1,2010-07-05
21778,Fund 118,4,2,2,1,1990-12-06
21779,Fund 54,8,2,2,2,2003-07-09
21780,Fund 154,8,6,3,5,1998-04-27
21781,Fund 161,7,4,3,4,2005-10-02
21782,Fund 17,1,5,4,3,1991-10-24
21783,Fund 99,5,6,2,4,2020-03-15
21784,Fund 19,7,2,1,1,2004-05-06
21785,Fund 127,3,4,3,1,2010-11-18
21786,Fund 18,5,1,1,5,1990-02-13
21787,Fund 186,1,4,1,5,2002-07-24
21788,Fund 192,7,2,1,2,1993-01-04
21789,Fund 97,5,1,1,1,2000-04-07
21790,Fund 35,8,3,2,5,1990-02-19
21791,Fund 42,5,3,3,4,1992-08-26
21792,Fund 57,1,5,3,1,2001-12-12
21793,Fund 82,1,4,2,2,2003-02-11
21794,Fund 114,5,3,3,3,2003-06-03
21795,Fund 8,3,1,1,2,2018-04-15
21796,Fund 155,8,5,4,5,1998-07-16
21797,Fund 40,3,1,4,5,2006-11-04
21798,Fund 9,8,1,1,1,2004-07-07
21799,Fund 138,1,3,3,3,2005-03-08
21800,Fund 182,4,5,2,2,1996-12-16
21801,Fund 37,8,4,1,1,2003-12-23
21802,Fund 124,4,2,1,4,2015-11-02
21803,Fund 115,2,4,2,2,2016-10-06
21804,Fund 108,8,6,3,1,2019-09-11
21805,Fund 150,7,3,1,2,2006-03-28
21806,Fund 18,2,4,1,2,2009-10-03
21807,Fund 62,6,5,3,2,1994-07-19
21808,Fund 111,7,3,3,5,2015-12-23
21809,Fund 95,4,5,3,2,2018-10-15
21810,Fund 147,7,2,1,2,2006-08-15
21811,Fund 26,5,4,3,2,1990-12-21
21812,Fund 181,4,6,2,4,1992-02-05
21813,Fund 78,3,6,2,5,2010-11-18
21814,Fund 71,7,4,1,4,1997-03-03
21815,Fund 12,7,4,4,4,1999-02-12
21816,Fund 115,7,1,3,1,1990-12-02
21817,Fund 197,5,1,4,5,1996-05-26
21818,Fund 35,5,1,3,5,2022-11-15
21819,Fund 169,5,3,1,1,2022-03-09
21820,Fund 4,4,6,3,4,1998-07-26
21821,Fund 130,3,3,2,2,2022-02-12
21822,Fund 157,2,5,3,2,2013-04-27
21823,Fund 176,2,1,2,4,2007-02-10
21824,Fund 21,5,2,1,4,2004-01-25
21825,Fund 59,6,6,4,5,2006-07-02
21826,Fund 76,1,3,4,5,1995-04-22
21827,Fund 136,7,3,3,5,2008-01-01
21828,Fund 152,4,2,4,5,1991-05-19
21829,Fund 125,3,1,2,3,2009-03-11
21830,Fund 61,8,4,2,1,1995-06-17
21831,Fund 30,3,5,4,5,2010-10-01
21832,Fund 17,4,1,4,3,1997-04-08
21833,Fund 197,6,4,4,4,2022-06-25
21834,Fund 32,8,4,2,5,1991-11-08
21835,Fund 111,5,5,4,4,1994-01-23
21836,Fund 120,6,3,4,5,2011-07-25
21837,Fund 110,1,3,4,5,2022-03-18
21838,Fund 123,5,1,2,2,1996-03-14
21839,Fund 140,4,1,4,4,2010-05-23
21840,Fund 5,4,6,2,2,2001-06-02
21841,Fund 15,5,4,4,4,2017-09-24
21842,Fund 66,8,1,4,2,2021-01-08
21843,Fund 46,5,3,1,5,1992-08-02
21844,Fund 124,3,3,2,3,2021-03-05
21845,Fund 42,7,3,4,2,2010-03-19
21846,Fund 138,6,3,1,5,1991-12-03
21847,Fund 19,3,2,4,5,1992-04-12
21848,Fund 169,2,2,3,1,2006-07-08
21849,Fund 143,6,2,4,3,1996-01-21
21850,Fund 121,7,1,4,5,2018-01-14
21851,Fund 35,7,3,1,1,2016-10-28
21852,Fund 81,8,2,3,4,1997-01-26
21853,Fund 25,8,5,4,3,2006-08-18
21854,Fund 3,1,3,2,3,2011-09-21
21855,Fund 47,1,4,2,1,2003-06-03
21856,Fund 19,3,4,3,2,1992-01-03
21857,Fund 33,8,5,2,4,2021-05-03
21858,Fund 14,6,1,1,5,1999-01-01
21859,Fund 179,6,4,3,5,2005-08-10
21860,Fund 96,7,4,2,5,2009-05-10
21861,Fund 151,4,6,4,5,1994-06-27
21862,Fund 51,1,5,4,2,1994-03-22
21863,Fund 105,8,1,1,3,1991-04-05
21864,Fund 51,3,1,3,3,1996-12-13
21865,Fund 100,3,2,3,2,2008-06-13
21866,Fund 169,2,3,2,4,2016-04-01
21867,Fund 40,6,1,3,4,2015-02-27
21868,Fund 12,5,3,2,3,2013-04-27
21869,Fund 185,8,4,2,3,2000-05-06
21870,Fund 176,4,4,2,2,2004-11-06
21871,Fund 100,6,2,3,2,2007-09-17
21872,Fund 52,2,1,4,4,2013-09-15
21873,Fund 115,5,2,1,1,1990-08-07
21874,Fund 91,8,2,1,2,2010-12-20
21875,Fund 139,8,4,4,3,2014-05-18
21876,Fund 60,5,1,1,4,1992-07-27
21877,Fund 75,5,6,3,4,2021-06-19
21878,Fund 6,6,5,4,2,1999-09-25
21879,Fund 138,1,2,1,4,2006-07-27
21880,Fund 132,7,6,2,2,2005-01-08
21881,Fund 116,3,4,2,5,2008-08-03
21882,Fund 84,8,6,1,4,2004-04-20
21883,Fund 25,7,3,1,5,2014-06-17
21884,Fund 159,4,2,3,2,2021-11-08
21885,Fund 143,4,1,1,3,2009-09-28
21886,Fund 6,8,1,4,2,2000-07-22
21887,Fund 15,8,1,2,1,2004-06-04
21888,Fund 24,2,5,2,5,1995-03-10
21889,Fund 113,8,5,2,4,2012-02-16
21890,Fund 196,6,1,1,4,2010-01-22
21891,Fund 42,3,2,1,2,2017-11-08
21892,Fund 162,3,3,3,4,2021-02-24
21893,Fund 116,3,2,4,1,2012-11-17
21894,Fund 110,2,6,1,5,2021-12-01
21895,Fund 175,3,6,2,3,2021-02-06
21896,Fund 10,3,4,3,4,2017-11-21
21897,Fund 50,5,5,2,3,2009-12-14
21898,Fund 56,7,5,1,3,2004-06-06
21899,Fund 102,8,5,1,5,2002-01-19
21900,Fund 165,2,1,3,3,2007-12-02
21901,Fund 194,6,2,4,4,2018-05-24
21902,Fund 165,2,3,2,1,2019-07-05
21903,Fund 85,3,5,1,5,1992-12-19
21904,Fund 13,5,5,3,4,1999-10-09
21905,Fund 145,4,6,3,1,2021-12-05
21906,Fund 80,8,1,3,2,2020-07-18
21907,Fund 28,3,5,1,5,2003-07-14
21908,Fund 76,8,2,2,5,2013-12-04
21909,Fund 85,7,6,4,2,2017-04-10
21910,Fund 132,2,5,4,5,2019-04-08
21911,Fund 179,2,2,3,2,2019-06-14
21912,Fund 185,4,2,3,5,1999-09-20
21913,Fund 118,7,5,1,2,1994-01-06
21914,Fund 114,7,6,1,2,2022-06-25
21915,Fund 32,1,5,4,4,2018-10-05
21916,Fund 178,6,1,2,2,1998-07-28
21917,Fund 196,5,5,4,1,1998-02-16
21918,Fund 146,4,6,1,4,2001-10-27
21919,Fund 17,4,1,4,5,2017-01-14
21920,Fund 110,4,4,3,4,1993-04-13
21921,Fund 129,1,3,3,2,1991-08-17
21922,Fund 82,2,3,3,4,2018-02-02
21923,Fund 118,8,2,3,2,2004-09-03
21924,Fund 58,6,5,1,3,2019-01-22
21925,Fund 60,7,2,4,4,2001-06-24
21926,Fund 5,8,3,3,1,2015-03-25
21927,Fund 103,7,4,1,3,1994-04-03
21928,Fund 147,7,3,3,2,1996-08-27
21929,Fund 149,7,6,2,3,2019-06-06
21930,Fund 176,3,1,1,5,1996-03-16
21931,Fund 154,3,3,2,2,1999-06-16
21932,Fund 118,2,6,3,1,1993-10-14
21933,Fund 46,6,1,3,2,1994-05-25
21934,Fund 176,3,3,4,1,2003-02-20
21935,Fund 111,5,4,4,2,2018-06-19
21936,Fund 75,3,3,4,1,1992-12-23
21937,Fund 110,8,6,3,4,2021-10-20
21938,Fund 94,2,2,4,5,2002-03-11
21939,Fund 125,3,5,4,2,2010-10-04
21940,Fund 133,2,4,1,4,2002-10-23
21941,Fund 187,6,6,1,3,2017-09-19
21942,Fund 23,8,4,1,1,2010-12-12
21943,Fund 187,6,5,1,1,2000-11-02
21944,Fund 3,3,4,4,4,2007-06-02
21945,Fund 37,6,6,4,3,1990-04-22
21946,Fund 90,7,4,2,4,2018-05-11
21947,Fund 119,1,1,4,1,2018-02-07
21948,Fund 112,8,2,1,1,1994-02-20
21949,Fund 42,5,5,3,4,2000-04-26
21950,Fund 157,5,2,4,5,2017-09-02
21951,Fund 103,8,3,1,1,1995-07-06
21952,Fund 53,6,3,3,2,2005-08-09
21953,Fund 119,1,4,3,2,1994-01-24
21954,Fund 50,6,6,2,5,2003-09-13
21955,Fund 163,7,1,1,5,1993-08-01
21956,Fund 4,3,1,2,2,2015-09-12
21957,Fund 33,5,6,1,4,2021-01-02
21958,Fund 148,1,1,1,5,2005-05-20
21959,Fund 4,5,5,1,4,2004-11-17
21960,Fund 55,1,6,1,1,2009-01-03
21961,Fund 109,2,5,1,2,1994-09-22
21962,Fund 2,1,6,3,5,1999-01-16
21963,Fund 163,5,3,2,1,2001-05-27
21964,Fund 62,8,5,4,2,1991-04-14
21965,Fund 171,2,2,2,3,2021-05-18
21966,Fund 140,5,4,3,1,2006-07-28
21967,Fund 160,2,1,4,5,1991-12-22
21968,Fund 104,6,3,3,3,2015-03-25
21969,Fund 151,7,3,4,5,2020-03-20
21970,Fund 197,8,4,1,5,1996-11-17
21971,Fund 97,8,3,4,2,1994-12-03
21972,Fund 134,4,4,2,4,1995-04-21
21973,Fund 72,1,5,1,1,2002-11-10
21974,Fund 174,4,5,1,1,2003-11-26
21975,Fund 44,8,3,4,5,2022-07-26
21976,Fund 26,8,4,2,5,2022-03-28
21977,Fund 74,3,6,1,2,2011-03-11
21978,Fund 200,7,5,1,3,1997-09-03
21979,Fund 126,7,3,1,5,1997-05-09
21980,Fund 34,2,5,1,2,2002-04-13
21981,Fund 102,2,3,4,3,1994-10-04
21982,Fund 101,7,1,4,2,2022-11-16
21983,Fund 122,3,2,4,2,1990-08-08
21984,Fund 195,2,1,3,3,1991-05-23
21985,Fund 163,2,4,2,1,2005-10-04
21986,Fund 183,6,2,4,4,2016-12-24
21987,Fund 22,2,3,3,5,1999-07-09
21988,Fund 41,6,2,1,3,2009-01-18
21989,Fund 157,2,3,3,1,2006-02-04
21990,Fund 100,4,3,1,4,1997-12-21
21991,Fund 77,1,6,3,5,2002-09-13
21992,Fund 23,4,3,2,2,2005-03-01
21993,Fund 192,1,1,1,5,2019-12-20
21994,Fund 199,5,4,4,5,2015-06-09
21995,Fund 29,5,5,4,4,2007-10-28
21996,Fund 100,1,6,1,1,1994-07-28
21997,Fund 197,7,5,4,2,2021-06-11
21998,Fund 169,3,4,4,4,2020-01-28
21999,Fund 183,8,6,1,1,1992-11-05
22000,Fund 50,6,5,3,2,1998-04-11
22001,Fund 163,7,3,3,3,2018-10-15
22002,Fund 120,5,4,1,2,2016-10-17
22003,Fund 4,8,3,1,2,2017-09-08
22004,Fund 102,7,4,2,1,1996-05-03
22005,Fund 177,5,6,1,2,1995-10-24
22006,Fund 172,2,1,3,4,2018-09-26
22007,Fund 31,5,1,4,3,2018-03-04
22008,Fund 168,7,4,2,4,2010-05-04
22009,Fund 130,1,5,2,5,1994-06-22
22010,Fund 176,5,6,2,5,2006-07-17
22011,Fund 54,1,4,3,5,2019-04-26
22012,Fund 41,8,4,1,5,2004-01-25
22013,Fund 25,4,3,3,3,2002-03-15
22014,Fund 131,5,6,1,2,1991-06-22
22015,Fund 12,5,1,3,3,2000-08-09
22016,Fund 164,6,4,4,1,2011-08-04
22017,Fund 53,4,3,3,1,2006-03-17
22018,Fund 25,1,1,2,1,1993-03-05
22019,Fund 189,6,1,4,4,1995-07-18
22020,Fund 104,6,6,2,4,1991-02-27
22021,Fund 57,7,6,2,4,2003-08-06
22022,Fund 186,5,4,2,1,1999-11-10
22023,Fund 35,6,6,3,2,2016-09-24
22024,Fund 146,2,6,4,5,1991-03-06
22025,Fund 167,4,3,4,5,1990-10-26
22026,Fund 7,7,6,1,3,2014-11-03
22027,Fund 191,6,1,2,1,2011-01-15
22028,Fund 141,1,1,1,4,2011-03-23
22029,Fund 79,2,3,1,1,1997-08-11
22030,Fund 137,6,3,3,4,2016-01-17
22031,Fund 95,7,6,2,1,1993-06-11
22032,Fund 51,3,2,1,2,2014-12-27
22033,Fund 105,2,1,4,3,2015-02-09
22034,Fund 55,3,2,4,5,2017-11-03
22035,Fund 22,1,3,3,2,2021-01-05
22036,Fund 112,1,1,4,4,2012-04-15
22037,Fund 114,6,6,2,2,2011-05-23
22038,Fund 200,2,5,3,2,1998-09-06
22039,Fund 74,1,6,4,4,2006-09-12
22040,Fund 191,7,5,2,2,2008-12-04
22041,Fund 53,2,5,3,2,2004-05-06
22042,Fund 167,5,5,1,4,2005-10-21
22043,Fund 183,7,4,4,5,2005-05-21
22044,Fund 178,8,2,2,4,1994-06-11
22045,Fund 118,8,3,4,1,1997-09-17
22046,Fund 123,3,4,1,5,1998-05-22
22047,Fund 108,4,5,4,1,1993-12-10
22048,Fund 5,6,3,1,3,2009-06-11
22049,Fund 14,3,1,1,1,1998-03-14
22050,Fund 11,3,6,1,4,2002-12-15
22051,Fund 66,1,1,2,1,2015-11-13
22052,Fund 170,3,1,1,2,2016-11-05
22053,Fund 69,8,3,2,4,2015-03-23
22054,Fund 41,4,2,2,3,1995-03-13
22055,Fund 145,8,5,2,1,2002-02-12
22056,Fund 99,5,6,4,2,1998-10-27
22057,Fund 125,6,1,1,5,1996-12-11
22058,Fund 178,7,4,1,5,1992-10-02
22059,Fund 37,2,6,3,3,2002-05-05
22060,Fund 198,4,2,1,3,2019-06-01
22061,Fund 160,4,6,1,5,1990-08-05
22062,Fund 179,4,1,4,5,2004-05-17
22063,Fund 22,6,4,3,1,2002-04-27
22064,Fund 117,2,6,2,3,1994-10-18
22065,Fund 29,7,3,4,2,2010-11-20
22066,Fund 121,4,5,2,4,1992-12-15
22067,Fund 125,2,6,1,1,2004-02-27
22068,Fund 122,8,4,4,3,2021-12-11
22069,Fund 171,4,6,3,1,2002-04-15
22070,Fund 21,5,1,2,3,2003-01-25
22071,Fund 99,1,4,2,4,1997-11-07
22072,Fund 125,3,3,2,3,2015-12-06
22073,Fund 150,1,5,3,1,1996-04-12
22074,Fund 50,2,3,1,4,2008-06-14
22075,Fund 134,4,1,1,5,1996-03-19
22076,Fund 43,3,6,2,4,2005-10-28
22077,Fund 188,3,3,2,4,2014-02-25
22078,Fund 67,6,5,4,4,2020-06-01
22079,Fund 170,6,5,2,3,2004-08-02
22080,Fund 125,7,1,3,1,2001-12-07
22081,Fund 68,2,4,1,1,1996-03-15
22082,Fund 182,3,1,4,4,1995-02-25
22083,Fund 127,2,3,4,5,2012-07-20
22084,Fund 125,8,4,1,3,2018-06-04
22085,Fund 54,8,4,2,1,2019-11-02
22086,Fund 87,5,1,4,2,2008-04-01
22087,Fund 127,3,6,1,2,2005-01-10
22088,Fund 200,2,4,2,5,2002-04-24
22089,Fund 182,2,5,3,3,2001-11-10
22090,Fund 63,6,1,3,2,1999-10-20
22091,Fund 73,6,4,4,2,1995-08-10
22092,Fund 152,8,4,2,3,1993-12-14
22093,Fund 152,8,2,4,4,2022-07-22
22094,Fund 104,6,6,4,2,1996-10-10
22095,Fund 55,8,6,4,3,2010-07-19
22096,Fund 154,5,4,2,3,2010-10-17
22097,Fund 137,8,1,1,5,2021-11-09
22098,Fund 41,6,2,2,1,2019-10-21
22099,Fund 63,7,2,2,3,1991-10-27
22100,Fund 24,3,1,3,1,2008-10-23
22101,Fund 76,6,6,1,1,2017-10-02
22102,Fund 188,5,2,3,3,2007-12-13
22103,Fund 182,2,4,3,1,1998-01-25
22104,Fund 145,4,6,2,2,2021-04-18
22105,Fund 178,5,2,4,5,2009-11-10
22106,Fund 11,1,2,1,1,2009-08-27
22107,Fund 7,1,6,3,3,2005-07-20
22108,Fund 105,7,3,1,4,1993-06-08
22109,Fund 36,4,6,4,4,2022-09-26
22110,Fund 116,5,5,3,5,2016-08-18
22111,Fund 162,7,2,4,5,2012-04-03
22112,Fund 34,5,5,3,1,1992-03-06
22113,Fund 126,6,6,3,5,2019-11-20
22114,Fund 130,5,6,1,4,2000-08-21
22115,Fund 12,5,4,4,5,2016-01-08
22116,Fund 62,1,3,4,3,1995-12-11
22117,Fund 9,7,5,2,4,1995-04-12
22118,Fund 82,8,3,1,1,2008-11-28
22119,Fund 173,1,1,4,3,2016-01-01
22120,Fund 132,7,1,1,2,2022-01-18
22121,Fund 164,3,2,1,2,2017-08-04
22122,Fund 154,2,2,3,1,2003-02-11
22123,Fund 56,5,4,4,2,2009-09-15
22124,Fund 185,6,4,4,5,2007-10-01
22125,Fund 200,1,6,3,1,1992-08-17
22126,Fund 39,1,1,2,2,2019-10-06
22127,Fund 149,6,4,4,5,2022-11-20
22128,Fund 36,2,3,1,3,2022-07-05
22129,Fund 38,8,5,2,3,2019-03-08
22130,Fund 169,3,2,1,1,1992-01-15
22131,Fund 142,1,6,1,4,2014-11-26
22132,Fund 25,8,1,4,4,2015-03-02
22133,Fund 181,3,6,2,2,2017-03-24
22134,Fund 185,1,1,4,5,2021-04-13
22135,Fund 142,1,4,1,3,2013-01-15
22136,Fund 7,8,5,3,4,2000-02-14
22137,Fund 116,2,5,1,5,2014-02-09
22138,Fund 127,4,4,4,5,1991-10-04
22139,Fund 140,8,4,1,4,1999-08-10
22140,Fund 102,4,5,2,5,2004-12-22
22141,Fund 182,7,2,2,5,1994-09-07
22142,Fund 157,6,4,1,3,2016-11-28
22143,Fund 88,7,6,2,3,1991-08-02
22144,Fund 85,7,4,2,1,2020-10-12
22145,Fund 142,4,6,3,5,2006-12-09
22146,Fund 76,7,4,3,3,1997-05-02
22147,Fund 184,2,5,2,4,2007-06-09
22148,Fund 112,8,5,4,2,2015-07-15
22149,Fund 134,2,2,1,3,2000-07-18
22150,Fund 45,7,3,4,4,1997-03-25
22151,Fund 150,8,3,4,4,2008-11-05
22152,Fund 102,7,4,2,4,1990-04-12
22153,Fund 63,6,6,1,2,2014-12-14
22154,Fund 160,5,6,2,2,2012-03-13
22155,Fund 141,6,6,1,5,2006-09-27
22156,Fund 117,7,2,1,2,1993-08-10
22157,Fund 6,5,3,2,4,2017-04-14
22158,Fund 148,1,4,3,1,2020-06-02
22159,Fund 119,6,1,1,2,1990-06-06
22160,Fund 195,2,5,2,3,2017-07-17
22161,Fund 107,6,5,2,3,2022-07-16
22162,Fund 199,1,4,1,4,2006-03-02
22163,Fund 118,7,5,2,4,1993-06-11
22164,Fund 72,2,4,4,4,1993-07-12
22165,Fund 77,6,3,1,4,1993-12-12
22166,Fund 69,8,1,2,4,2004-01-06
22167,Fund 174,6,2,2,1,1994-11-13
22168,Fund 118,7,2,2,2,1995-06-24
22169,Fund 14,3,6,1,4,2016-01-14
22170,Fund 73,6,3,4,5,2016-03-28
22171,Fund 165,6,4,4,5,2010-04-14
22172,Fund 52,5,3,1,1,1994-10-13
22173,Fund 163,3,4,2,2,2019-04-28
22174,Fund 56,8,3,3,1,2009-06-02
22175,Fund 196,7,1,2,2,2017-03-11
22176,Fund 173,1,3,4,3,2021-10-12
22177,Fund 173,1,5,4,3,2010-09-04
22178,Fund 169,1,2,3,1,2011-07-12
22179,Fund 46,5,2,1,2,2012-10-20
22180,Fund 38,2,3,4,3,2010-11-18
22181,Fund 88,3,2,2,2,2001-06-08
22182,Fund 84,2,2,2,1,2000-03-10
22183,Fund 77,3,3,4,4,2011-02-23
22184,Fund 185,8,1,1,2,1999-08-03
22185,Fund 146,2,1,3,5,1998-05-22
22186,Fund 51,7,1,1,4,1999-02-28
22187,Fund 142,7,4,3,5,1992-12-08
22188,Fund 184,7,2,2,4,2015-03-08
22189,Fund 123,3,4,3,2,2013-04-10
22190,Fund 185,7,6,2,3,2018-08-02
22191,Fund 95,5,1,2,1,1996-07-05
22192,Fund 104,2,5,3,1,2013-06-15
22193,Fund 149,1,5,3,1,2020-12-19
22194,Fund 157,7,1,2,2,2008-06-15
22195,Fund 114,3,6,1,5,1997-05-22
22196,Fund 103,4,5,3,2,2006-08-20
22197,Fund 172,3,1,1,2,2011-08-14
22198,Fund 163,1,2,3,1,1994-05-25
22199,Fund 49,8,5,2,1,1997-03-03
22200,Fund 71,5,2,4,5,2004-05-17
22201,Fund 198,8,1,1,3,1993-09-09
22202,Fund 37,4,3,3,1,2008-03-18
22203,Fund 165,7,5,3,4,2011-01-22
22204,Fund 152,7,4,3,4,2000-05-11
22205,Fund 148,4,6,3,1,2002-02-11
22206,Fund 12,3,4,3,3,1991-11-24
22207,Fund 133,6,2,4,5,1990-05-15
22208,Fund 174,1,5,1,5,1998-12-12
22209,Fund 188,2,3,1,5,1998-01-08
22210,Fund 199,6,1,3,4,2020-12-10
22211,Fund 39,1,5,2,2,2009-04-25
22212,Fund 190,6,5,3,2,1998-01-27
22213,Fund 119,7,5,4,2,2008-06-05
22214,Fund 193,4,2,4,3,1996-04-09
22215,Fund 109,6,6,1,2,2018-01-09
22216,Fund 45,1,6,1,3,2011-02-23
22217,Fund 184,7,5,3,5,2001-04-02
22218,Fund 141,8,2,3,4,1995-11-17
22219,Fund 27,3,4,4,2,2010-07-15
22220,Fund 7,7,1,4,4,2021-04-06
22221,Fund 44,7,4,3,2,2011-08-08
22222,Fund 88,2,4,2,4,2014-10-27
22223,Fund 187,8,4,1,5,2010-09-05
22224,Fund 156,4,2,3,2,2018-03-12
22225,Fund 60,4,4,3,3,2005-06-23
22226,Fund 181,7,5,2,4,1993-02-13
22227,Fund 83,2,3,3,1,1992-11-05
22228,Fund 20,5,3,4,1,2015-11-18
22229,Fund 130,7,3,3,5,2005-07-17
22230,Fund 28,6,2,1,3,2019-08-04
22231,Fund 139,2,5,3,5,1990-07-19
22232,Fund 37,8,5,3,1,1990-05-25
22233,Fund 160,2,1,1,3,2004-09-17
22234,Fund 106,8,1,4,4,1997-04-05
22235,Fund 92,3,3,4,4,1997-02-15
22236,Fund 188,7,2,4,3,2003-04-08
22237,Fund 20,7,4,4,1,2017-04-21
22238,Fund 44,4,5,1,1,1999-05-06
22239,Fund 104,8,5,2,1,2020-10-21
22240,Fund 44,2,2,1,3,1998-11-02
22241,Fund 54,7,3,3,4,2003-01-08
22242,Fund 24,4,5,2,2,2002-02-06
22243,Fund 153,4,1,1,1,2005-07-12
22244,Fund 34,5,4,3,5,2012-07-20
22245,Fund 144,5,2,4,4,2003-04-20
22246,Fund 112,4,6,3,1,2007-08-13
22247,Fund 162,5,5,4,1,2008-05-07
22248,Fund 193,1,3,2,4,2021-04-02
22249,Fund 134,3,4,4,4,1990-09-02
22250,Fund 149,5,3,1,5,1998-08-28
22251,Fund 23,8,6,3,1,1994-08-04
22252,Fund 46,3,6,2,3,2003-05-17
22253,Fund 45,7,2,1,3,2013-01-01
22254,Fund 45,5,5,4,2,2001-08-04
22255,Fund 149,7,5,2,1,2010-11-06
22256,Fund 142,7,1,3,3,1996-06-10
22257,Fund 61,1,6,2,2,2013-09-25
22258,Fund 120,5,4,4,4,1993-12-21
22259,Fund 98,1,5,4,5,2012-07-10
22260,Fund 170,3,1,3,5,2016-07-03
22261,Fund 56,3,3,4,3,1999-06-08
22262,Fund 140,4,6,1,4,2012-05-05
22263,Fund 118,4,5,1,2,2003-05-08
22264,Fund 55,3,6,4,3,1996-04-15
22265,Fund 180,2,4,1,4,1992-04-14
22266,Fund 132,3,5,4,4,2022-09-28
22267,Fund 83,2,2,1,3,1993-12-06
22268,Fund 149,6,3,1,3,1998-03-08
22269,Fund 130,8,5,3,1,1998-05-23
22270,Fund 90,1,3,2,5,2006-06-19
22271,Fund 36,7,1,4,4,2006-12-28
22272,Fund 158,6,1,2,1,2019-02-02
22273,Fund 159,3,1,4,4,2007-11-04
22274,Fund 30,8,4,4,5,2022-11-05
22275,Fund 30,6,6,1,1,2002-11-01
22276,Fund 135,5,4,1,2,2019-01-16
22277,Fund 25,3,2,2,5,2007-02-10
22278,Fund 198,8,4,3,3,2020-01-15
22279,Fund 81,5,2,1,4,2008-04-27
22280,Fund 107,7,1,2,3,2005-12-18
22281,Fund 80,3,6,4,3,2016-07-22
22282,Fund 131,1,1,3,1,1993-08-15
22283,Fund 8,2,6,2,1,2004-02-13
22284,Fund 161,7,4,4,2,1997-01-19
22285,Fund 90,5,4,1,3,1991-01-03
22286,Fund 106,1,5,1,2,2019-08-25
22287,Fund 54,5,3,1,1,1998-12-28
22288,Fund 48,1,3,2,1,2021-04-18
22289,Fund 76,3,1,2,2,2015-03-23
22290,Fund 170,5,5,3,2,1997-09-05
22291,Fund 84,2,3,1,1,1999-06-06
22292,Fund 186,7,1,2,1,2000-08-13
22293,Fund 85,3,3,3,4,2011-07-25
22294,Fund 77,4,4,3,1,1993-06-03
22295,Fund 142,6,3,1,5,2020-03-10
22296,Fund 99,2,2,4,2,2016-12-17
22297,Fund 152,8,6,2,1,1994-03-11
22298,Fund 132,7,2,2,1,2007-02-12
22299,Fund 77,4,5,3,5,2017-04-03
22300,Fund 92,7,6,4,2,2018-07-16
22301,Fund 80,4,3,3,3,2021-06-17
22302,Fund 133,8,2,3,3,1992-12-23
22303,Fund 193,8,6,4,2,2006-10-12
22304,Fund 114,8,1,4,5,2022-02-19
22305,Fund 192,5,6,2,2,2012-08-15
22306,Fund 195,6,2,1,5,2003-02-16
22307,Fund 103,6,4,4,2,1996-04-28
22308,Fund 181,1,1,4,4,2003-08-26
22309,Fund 158,3,4,1,5,2016-04-25
22310,Fund 74,7,6,3,1,2022-02-17
22311,Fund 31,2,6,1,1,2008-02-06
22312,Fund 166,7,1,4,3,2012-08-21
22313,Fund 153,6,4,3,2,2011-05-15
22314,Fund 54,7,1,1,5,1995-01-09
22315,Fund 69,5,1,3,1,2002-03-18
22316,Fund 100,1,1,1,1,2007-02-22
22317,Fund 131,5,5,4,2,2004-10-28
22318,Fund 190,6,4,3,2,2011-06-18
22319,Fund 107,1,1,2,2,2014-08-27
22320,Fund 176,3,6,4,1,2017-12-10
22321,Fund 13,4,3,1,5,2012-07-16
22322,Fund 113,2,2,2,2,2011-06-20
22323,Fund 182,6,6,3,4,2017-02-05
22324,Fund 77,6,4,4,5,2021-03-08
22325,Fund 155,4,6,2,1,2004-08-11
22326,Fund 14,7,1,2,4,2002-09-06
22327,Fund 32,6,1,4,2,1996-05-26
22328,Fund 173,3,6,4,1,2004-12-23
