fund_id,nav,aum_in_cr,expense_ratio,1yr_return,3yr_return,5yr_return
19917,138.59,32619.2,0.98,6.86,22.24,8.6
19918,433.55,28251.06,0.56,11.08,-0.01,8.33
19919,37.72,27143.26,1.26,8.95,3.77,10.71
19920,107.52,43726.51,0.87,16.01,17.13,12.2
19921,166.62,143.5,2.32,25.32,1.49,18.68
19922,127.59,46944.36,2.92,20.0,2.39,21.61
19923,253.74,11757.54,2.95,34.01,26.96,19.49
19924,309.4,40028.98,2.45,35.47,7.79,7.64
19925,422.33,802.37,2.85,0.45,4.55,7.68
19926,311.56,12562.79,1.26,0.31,27.51,13.13
19927,91.93,24452.8,2.16,-4.07,14.67,2.54
19928,216.18,4648.79,2.0,27.42,6.05,3.84
19929,311.06,26890.18,1.35,-6.04,5.05,14.56
19930,195.22,25262.34,2.31,20.41,-1.57,7.89
19931,345.14,38278.42,0.53,9.74,22.39,16.64
19932,422.93,27625.39,2.25,9.04,26.36,14.32
19933,438.34,39039.38,1.73,13.54,16.17,24.24
19934,118.67,9684.19,2.13,34.17,16.27,19.0
19935,107.62,46227.87,2.5,18.26,9.56,5.2
19936,340.47,16840.69,1.28,7.07,15.79,22.05
19937,51.83,12093.8,2.68,33.02,5.33,10.19
19938,181.11,16805.08,1.52,4.24,16.77,18.0
19939,37.21,25669.01,2.98,36.03,14.63,0.04
19940,158.68,33087.3,1.85,8.39,21.93,11.94
19941,88.53,42671.21,1.75,12.09,-1.26,21.63
19942,98.49,35207.01,2.93,29.2,2.28,24.81
19943,450.09,6971.32,1.4,3.36,19.94,3.05
19944,483.25,13821.87,1.05,-7.46,18.97,18.73
19945,495.17,798.14,1.79,15.93,29.79,16.85
19946,471.81,15866.33,2.46,26.39,26.02,13.4
19947,158.56,4016.84,1.71,20.17,0.55,23.73
19948,270.7,6681.15,2.39,-8.21,27.72,5.1
19949,119.52,29169.31,2.01,34.62,8.83,2.66
19950,309.8,37645.03,1.55,7.14,-2.83,23.9
19951,74.96,28749.81,1.89,8.74,9.31,22.21
19952,27.64,28953.41,1.04,-0.51,24.11,1.23
19953,390.57,31305.29,2.34,25.94,-2.01,20.05
19954,279.0,41297.37,0.63,33.85,-2.86,8.26
19955,449.73,18554.72,2.82,39.1,7.45,13.5
19956,211.15,3336.83,0.57,22.89,26.57,15.14
19957,226.79,3502.92,1.36,37.12,12.76,21.89
19958,333.82,4481.89,1.77,15.98,13.8,6.61
19959,424.98,4132.82,1.89,25.47,0.37,8.05
19960,469.44,35585.79,2.89,20.95,2.9,12.27
19961,465.06,13498.23,2.28,18.11,4.95,20.21
19962,432.89,29394.07,1.14,27.88,-4.43,6.78
19963,417.22,29357.44,1.0,33.75,6.69,18.6
19964,490.55,26825.87,1.01,14.42,-0.43,5.13
19965,114.11,24070.57,1.25,29.19,23.32,24.53
19966,110.96,32983.97,1.52,8.34,-1.91,17.97
19967,134.27,4289.94,2.14,26.44,12.23,17.2
19968,234.42,15733.38,2.22,0.88,5.81,11.85
19969,290.06,17829.57,2.69,23.97,21.46,12.76
19970,355.4,38072.93,1.19,5.32,1.13,24.29
19971,418.4,13044.26,2.06,0.37,19.47,24.75
19972,101.71,26635.47,0.96,24.78,15.02,17.41
19973,154.6,14077.88,2.45,16.46,9.18,3.54
19974,219.0,1951.87,2.88,30.23,14.36,17.41
19975,82.69,22826.51,2.16,8.41,12.94,22.78
19976,140.9,19021.35,2.29,-7.26,-2.45,8.73
19977,404.89,43260.63,0.67,35.51,24.18,15.06
19978,149.71,33025.94,1.27,-6.52,8.13,6.89
19979,432.54,29868.76,1.75,27.12,7.9,19.77
19980,453.26,9153.82,1.09,2.09,17.57,5.1
19981,201.83,18083.75,2.7,7.94,-0.64,12.78
19982,38.24,39131.17,2.5,16.62,2.1,16.36
19983,262.92,15807.68,2.8,14.06,20.78,6.24
19984,33.57,4748.65,1.07,-0.77,-0.41,24.23
19985,307.76,25393.33,1.2,19.61,1.29,19.59
19986,463.53,39129.37,2.71,14.52,2.16,20.04
19987,91.59,19292.68,0.8,33.59,2.62,24.21
19988,448.09,27732.2,2.63,-7.14,9.93,10.83
19989,351.78,5667.71,2.73,-3.45,1.53,3.59
19990,390.19,39562.25,1.56,-6.95,3.77,3.34
19991,427.94,24328.69,1.87,25.83,13.04,9.97
19992,466.35,17618.79,2.7,39.3,4.78,9.08
19993,290.33,18193.23,1.32,-5.76,11.22,21.55
19994,221.78,41985.02,2.68,26.93,16.99,15.78
19995,227.0,49148.59,1.17,8.07,2.65,22.78
19996,95.75,46785.46,1.38,32.49,8.15,10.57
19997,83.93,8559.2,2.21,31.46,1.86,15.77
19998,379.19,14451.48,2.28,26.43,-2.37,20.64
19999,358.28,39900.73,2.14,9.53,0.62,22.19
20000,113.79,46959.68,2.07,17.37,15.79,21.66
20001,364.81,18661.99,2.22,21.3,19.62,21.29
20002,482.32,26779.66,2.72,7.16,20.89,20.19
20003,461.39,39063.25,2.1,15.1,17.18,5.41
20004,455.65,27811.96,0.92,39.75,13.07,14.45
20005,250.33,3593.71,0.87,25.67,7.63,5.58
20006,319.76,31617.28,2.12,-9.5,-0.04,22.5
20007,124.95,12112.22,2.84,-1.6,-0.21,23.97
20008,68.14,45919.78,2.31,-0.71,-1.25,5.9
20009,88.33,15992.3,1.5,21.23,29.52,3.32
20010,88.86,28128.96,1.93,34.66,22.16,7.55
20011,214.16,2776.51,2.96,30.83,2.64,18.46
20012,201.02,32474.14,0.68,8.89,-2.49,4.15
20013,495.83,24431.1,0.9,29.54,15.83,8.31
20014,304.52,11760.09,2.2,17.59,9.76,18.13
20015,270.13,37806.91,1.04,3.72,18.2,7.31
20016,280.23,28760.9,1.39,30.26,18.78,14.62
20017,481.73,16607.38,1.72,20.65,14.33,9.18
20018,422.64,33846.9,0.63,-8.73,13.6,22.08
20019,204.98,19606.14,1.09,7.33,0.49,9.41
20020,191.47,1742.49,2.65,8.85,0.77,9.36
20021,253.03,11530.71,2.11,-7.52,17.91,16.03
20022,368.61,22040.72,2.02,7.21,5.94,6.8
20023,189.69,10424.22,1.62,36.34,12.16,5.84
20024,203.56,7771.52,0.88,8.12,19.74,6.08
20025,306.91,27544.41,2.78,12.74,15.73,6.64
20026,129.33,45927.7,1.3,7.83,21.48,18.44
20027,357.94,46890.14,0.58,-2.93,26.67,1.16
20028,97.48,41698.43,0.57,35.21,1.13,13.5
20029,163.8,44628.21,2.96,11.96,-2.9,21.7
20030,41.19,37183.89,2.81,6.85,24.24,3.95
20031,186.97,11621.24,2.57,27.08,12.16,10.92
20032,494.62,12384.77,1.62,18.73,18.98,15.63
20033,450.92,37516.57,2.02,33.76,20.56,1.77
20034,26.03,15707.49,1.54,33.57,-3.3,9.48
20035,349.67,13239.84,0.71,7.1,2.01,7.89
20036,215.35,19825.79,2.4,6.0,6.62,23.37
20037,230.33,35205.82,2.29,4.3,21.06,19.94
20038,98.92,41578.67,2.36,29.84,6.84,24.68
20039,268.27,4935.51,1.35,17.08,5.73,8.65
20040,217.78,15565.49,0.51,16.9,24.9,7.47
20041,467.84,38162.94,1.19,29.95,4.87,9.11
20042,469.9,8041.67,1.76,35.11,10.48,20.82
20043,209.74,42227.22,2.53,2.19,28.15,13.6
20044,426.52,6033.1,1.33,37.34,26.18,24.62
20045,446.04,549.8,2.9,39.69,-3.79,1.85
20046,211.47,11500.46,2.27,2.12,-4.86,8.95
20047,359.34,41758.55,0.66,23.88,23.24,11.86
20048,149.35,24917.38,2.3,35.3,11.98,15.33
20049,466.61,27522.01,2.91,39.57,4.0,11.02
20050,388.8,42270.29,1.78,28.61,27.78,17.85
20051,270.28,40169.15,1.02,34.83,10.56,6.37
20052,179.57,20790.78,0.81,0.94,7.64,3.96
20053,477.77,46373.29,1.84,-9.18,29.93,0.34
20054,139.5,26977.39,0.55,-6.8,-2.06,6.86
20055,89.42,15303.85,2.82,16.49,9.29,5.71
20056,439.37,38484.79,2.64,-9.08,12.81,16.47
20057,214.52,22002.77,2.52,9.81,4.59,6.5
20058,132.68,1543.53,1.36,29.0,16.08,0.01
20059,403.03,32303.43,1.06,22.16,20.78,24.42
20060,489.66,3767.94,1.99,38.35,21.87,4.2
20061,31.17,10017.82,2.41,16.44,15.98,20.32
20062,479.57,38928.98,0.63,9.97,13.69,6.45
20063,65.2,48555.73,1.64,13.3,16.1,20.53
20064,381.52,20635.23,2.89,25.62,18.46,2.01
20065,486.71,43090.38,1.9,27.6,18.45,13.45
20066,324.85,14517.78,0.56,30.35,3.46,3.37
20067,350.8,1289.32,1.72,29.21,24.95,5.05
20068,278.84,46767.09,2.93,-9.9,0.39,22.12
20069,34.85,1979.1,2.93,6.83,1.4,17.64
20070,94.45,36593.94,0.95,7.72,21.55,11.93
20071,149.53,25633.03,1.2,15.91,25.31,0.71
20072,13.14,14807.62,0.95,-9.45,24.22,13.22
20073,97.7,13502.13,1.81,-1.96,20.68,7.11
20074,300.95,11697.35,1.56,9.73,9.5,5.87
20075,223.58,14162.14,0.98,5.09,17.2,24.68
20076,188.29,33764.08,1.03,39.38,0.16,17.43
20077,15.49,30523.49,2.65,27.71,-3.0,24.1
20078,376.76,47209.22,1.7,3.92,21.87,18.23
20079,397.35,42315.31,0.73,-7.47,17.52,10.24
20080,71.92,21472.79,1.6,-5.54,11.04,1.58
20081,484.65,21994.53,1.98,24.45,3.18,15.15
20082,335.11,29730.42,1.63,3.67,-3.64,14.52
20083,437.07,17535.44,0.91,36.34,29.99,20.26
20084,252.41,35839.02,0.58,32.02,-1.68,1.18
20085,10.84,27379.87,2.68,-8.07,-0.23,13.86
20086,279.37,31273.34,1.58,25.82,17.99,18.47
20087,174.13,44692.53,1.17,19.0,13.72,16.4
20088,328.53,49553.88,2.7,20.29,-2.49,3.69
20089,78.18,9122.29,0.6,-1.78,15.61,23.42
20090,466.36,39497.64,1.97,-6.25,-4.96,20.1
20091,55.02,13930.48,1.65,-3.67,27.16,23.47
20092,437.4,27216.84,1.34,18.98,24.3,11.17
20093,19.24,12658.68,2.81,24.84,3.33,1.09
20094,464.63,13986.78,1.79,-7.33,19.21,4.31
20095,179.85,28728.3,1.36,30.93,8.25,5.88
20096,358.73,29432.8,2.61,-3.76,4.2,18.34
20097,466.53,28649.71,1.22,3.34,21.93,2.84
20098,366.54,38048.29,1.49,34.57,-0.19,4.74
20099,230.47,22998.25,2.8,-4.81,29.51,6.09
20100,381.42,9029.48,1.84,-0.32,13.14,4.04
20101,197.67,10921.46,2.18,13.06,14.47,14.91
20102,367.91,24518.76,2.89,6.44,8.82,7.61
20103,14.49,29380.44,2.05,8.71,-2.24,16.58
20104,497.32,30233.64,1.51,23.41,10.94,15.73
20105,53.34,27287.04,0.98,-9.61,23.88,6.5
20106,109.92,29277.74,1.0,20.89,19.52,10.16
20107,372.0,21181.05,0.72,-6.41,25.1,17.31
20108,261.13,329.85,1.3,25.49,25.86,6.51
20109,360.39,29911.25,1.63,28.24,27.49,9.17
20110,76.83,42544.54,1.33,5.99,21.42,6.51
20111,132.3,3858.13,1.42,22.69,23.88,23.04
20112,264.14,22367.19,2.52,-2.84,-0.84,4.34
20113,412.88,9714.27,0.66,0.53,6.16,6.3
20114,492.87,11088.62,2.12,28.35,13.06,12.59
20115,77.92,25157.48,1.1,16.92,23.5,7.01
20116,216.68,15479.07,2.64,19.78,17.12,1.81
20117,231.64,36543.88,0.91,17.01,23.58,18.7
20118,110.51,35916.19,0.65,34.32,5.22,18.92
20119,494.1,29083.61,1.8,11.18,19.93,7.39
20120,302.2,49443.44,0.98,34.96,14.29,12.58
20121,36.18,737.0,1.39,-3.91,0.85,24.18
20122,427.82,21280.12,2.09,2.67,5.22,0.21
20123,200.72,20954.68,2.88,12.89,-1.5,2.45
20124,353.13,21069.12,2.13,1.08,7.53,1.21
20125,24.76,21865.05,0.9,28.18,17.74,11.49
20126,478.63,2929.0,2.0,6.68,13.78,24.69
20127,206.76,46841.39,1.06,11.26,-1.45,6.26
20128,365.12,3414.24,2.67,11.66,28.28,23.05
20129,315.37,39436.85,2.63,4.31,12.52,5.08
20130,391.73,14805.75,0.62,-7.82,9.89,21.41
20131,193.8,32824.37,2.94,30.99,-0.11,14.2
20132,167.49,19163.1,0.75,10.24,16.37,13.79
20133,168.67,21333.85,2.28,10.95,1.86,8.56
20134,388.6,35295.89,1.41,19.02,3.49,6.85
20135,281.95,38476.99,2.71,-4.28,-0.53,0.1
20136,74.03,9368.9,2.84,5.18,28.19,14.28
20137,377.13,37484.98,1.11,39.69,13.4,13.57
20138,202.49,38581.25,0.66,23.83,15.4,14.78
20139,447.0,28207.98,2.92,35.09,-3.18,2.57
20140,159.19,12727.73,2.29,23.55,6.75,6.77
20141,304.03,5180.13,2.27,29.85,17.49,19.79
20142,477.23,20310.13,1.62,12.96,14.32,0.06
20143,10.27,592.58,1.11,3.85,-2.13,20.53
20144,150.21,41912.19,1.58,31.09,-3.17,12.31
20145,145.77,29852.6,2.45,27.79,3.78,15.09
20146,110.33,46602.02,2.34,-7.21,17.67,5.82
20147,177.88,26984.03,1.35,20.81,18.32,2.58
20148,373.05,3897.2,1.5,1.35,29.05,22.66
20149,330.62,1293.9,2.49,38.18,21.58,1.98
20150,435.46,47516.31,2.39,36.77,-4.09,6.57
20151,114.69,34279.52,0.7,30.45,-4.85,20.63
20152,406.64,45598.43,2.01,-4.69,27.75,17.66
20153,101.4,18013.3,2.93,6.03,3.6,0.8
20154,449.09,13566.56,1.06,23.4,0.72,11.5
20155,490.84,36638.52,1.34,32.23,0.58,22.54
20156,151.71,17984.32,0.67,1.13,0.88,19.63
20157,14.97,39704.14,1.07,19.17,20.86,15.08
20158,431.04,15665.61,1.28,15.66,1.43,17.0
20159,452.47,42639.59,2.68,14.87,15.49,23.84
20160,439.51,21391.57,2.64,10.82,4.78,10.52
20161,23.77,39076.29,1.23,-4.48,14.17,7.05
20162,165.94,14274.11,2.01,-6.7,4.95,7.19
20163,208.39,22018.32,1.3,19.06,29.99,4.47
20164,229.33,19051.08,0.78,4.07,21.03,0.51
20165,313.73,33596.95,3.0,11.77,2.77,3.83
20166,263.91,30043.86,2.56,37.53,3.47,1.68
20167,240.15,1970.57,1.96,37.59,15.01,24.65
20168,119.39,49179.9,2.58,-4.49,14.05,19.25
20169,160.29,25274.9,0.94,8.58,11.14,15.13
20170,462.66,23457.28,2.87,1.62,2.04,21.52
20171,215.45,37884.93,0.91,-1.71,-3.25,10.64
20172,488.23,38748.15,0.55,-6.57,18.76,24.32
20173,94.05,42351.87,1.71,-8.28,26.45,4.7
20174,84.85,18282.1,0.7,3.46,16.83,16.73
20175,350.52,13943.61,1.29,30.89,10.52,13.49
20176,479.05,35958.88,1.64,5.91,0.47,21.37
20177,308.62,26645.28,2.85,8.42,16.64,17.92
20178,263.0,28566.09,1.16,24.5,15.88,22.67
20179,333.41,41983.1,1.0,34.95,-2.37,6.44
20180,207.21,14552.63,2.52,27.36,1.86,17.17
20181,52.82,30735.65,0.54,37.74,19.95,17.46
20182,202.22,33441.86,0.94,-7.76,24.51,17.66
20183,181.86,5706.41,2.87,19.11,18.27,10.95
20184,389.32,30040.37,2.76,-8.89,19.62,7.48
20185,52.22,37980.57,2.74,38.48,15.06,5.66
20186,277.41,1320.26,2.32,6.83,29.93,7.61
20187,293.23,14505.54,1.82,14.7,2.49,23.4
20188,457.43,8771.67,2.75,-1.34,22.31,6.44
20189,266.71,9070.21,0.74,-0.26,15.74,18.72
20190,160.37,37295.12,0.81,37.47,15.28,16.62
20191,22.06,1928.14,2.59,0.96,11.68,18.36
20192,169.79,49964.93,2.78,0.61,18.51,16.81
20193,162.29,42942.67,2.22,12.1,11.21,11.96
20194,267.68,34708.39,1.65,33.11,21.5,8.92
20195,474.0,3012.66,2.5,7.88,8.66,12.92
20196,204.13,30758.56,2.5,36.99,1.13,17.05
20197,174.92,36120.32,1.85,-8.59,15.41,1.09
20198,369.57,45872.19,1.9,26.53,-3.22,9.42
20199,327.19,7172.12,1.91,-5.49,14.37,8.91
20200,31.1,31699.41,0.83,25.09,12.68,7.65
20201,434.21,25589.15,2.91,3.19,14.49,12.85
20202,376.08,31822.4,1.46,39.47,20.2,14.89
20203,462.62,24081.11,2.74,22.19,1.91,13.53
20204,88.17,37350.02,0.75,-1.62,14.42,15.44
20205,153.58,27636.18,2.55,15.02,23.01,4.72
20206,288.86,1734.32,1.28,37.87,1.92,22.16
20207,24.67,24160.67,1.83,14.11,24.15,15.15
20208,176.84,8696.38,1.84,23.74,13.7,3.89
20209,360.05,31352.92,1.56,16.01,3.81,13.54
20210,340.73,19143.65,1.74,12.7,24.43,3.04
20211,119.34,24171.46,2.96,12.7,17.02,15.54
20212,469.83,13794.55,1.44,7.64,20.72,1.04
20213,182.71,34668.31,2.75,1.43,17.6,6.02
20214,136.01,26846.82,1.96,34.83,14.01,9.44
20215,175.69,42457.39,2.45,21.36,6.43,1.94
20216,342.18,40480.99,2.67,27.08,13.02,21.12
20217,182.44,11094.17,0.9,0.63,-1.59,17.85
20218,498.72,30999.48,1.94,21.01,26.98,21.52
20219,325.08,6086.14,2.2,-4.34,2.23,4.01
20220,195.35,10628.03,1.86,22.91,0.72,13.04
20221,274.13,33547.9,0.88,7.83,19.9,17.19
20222,456.47,45429.73,0.78,-7.54,7.76,11.46
20223,473.66,11743.3,1.34,-9.35,12.23,12.66
20224,23.39,39532.75,2.29,25.62,-2.8,7.5
20225,269.25,6238.5,0.61,31.34,10.53,20.68
20226,96.54,14737.86,0.91,8.61,13.87,10.68
20227,165.61,38321.69,0.77,21.7,10.21,17.73
20228,83.65,11447.62,2.17,15.6,21.4,22.63
20229,223.77,27795.63,2.42,2.66,24.24,2.88
20230,196.24,4119.45,2.4,8.52,26.37,23.0
20231,305.2,22471.65,1.03,26.54,29.78,8.53
20232,363.69,3604.6,2.81,21.99,24.21,22.98
20233,209.43,22049.8,2.31,30.14,-2.88,8.75
20234,445.5,16550.39,1.77,20.64,7.57,5.57
20235,269.26,23379.63,2.65,30.19,27.88,15.04
20236,212.8,36337.97,2.05,35.03,9.87,6.89
20237,230.66,39122.65,1.31,-2.96,5.09,6.15
20238,370.34,27400.83,2.83,37.64,18.43,20.51
20239,365.67,34842.92,1.5,32.07,9.31,20.83
20240,94.81,7291.33,0.88,-7.13,4.5,7.68
20241,37.69,48538.84,0.63,15.49,9.54,17.89
20242,311.11,46897.36,1.66,-7.44,18.4,22.12
20243,367.0,38786.35,2.31,13.66,18.31,2.58
20244,313.6,31769.22,1.61,0.13,16.31,9.56
20245,306.09,32153.49,1.91,-0.46,-0.82,17.05
20246,429.58,28635.14,0.76,16.9,14.88,22.9
20247,348.97,48604.92,1.55,-4.83,20.2,18.16
20248,279.69,22938.33,1.5,39.83,1.36,17.96
20249,291.63,19421.46,2.51,29.67,8.36,14.35
20250,350.57,22388.07,0.51,38.56,2.08,19.66
20251,475.28,11670.42,0.68,-5.55,19.1,22.85
20252,238.5,39666.71,1.44,-0.51,13.64,24.21
20253,79.57,21722.16,2.78,-5.56,1.22,12.08
20254,170.75,38257.86,0.57,37.23,-4.52,9.75
20255,367.76,31970.7,0.83,-4.58,16.5,16.74
20256,229.19,45657.46,1.38,-9.05,3.51,13.79
20257,33.95,24090.25,0.66,12.59,10.84,5.48
20258,309.31,34587.67,1.12,19.73,-4.82,0.4
20259,431.76,48132.54,2.85,-7.58,6.79,21.48
20260,37.76,34621.16,0.58,6.26,12.04,17.78
20261,261.71,9319.4,1.19,11.71,13.19,21.1
20262,399.53,33642.33,1.14,19.52,12.49,1.75
20263,472.74,43643.4,0.85,-2.86,-3.99,4.22
20264,193.9,24211.24,1.03,3.5,28.5,3.77
20265,17.02,40749.06,2.11,-0.81,20.65,10.41
20266,347.74,17257.26,2.47,38.88,5.51,24.53
20267,297.73,45043.89,2.36,-3.8,-2.15,10.4
20268,248.79,22407.67,0.51,37.48,7.17,0.65
20269,478.07,4559.54,2.3,-2.51,9.73,21.32
20270,51.98,39670.92,0.53,0.59,2.83,16.51
20271,121.23,39065.06,1.11,26.71,16.28,19.77
20272,454.68,7957.34,2.71,-8.36,-1.59,2.52
20273,399.69,2982.25,2.79,4.55,16.55,4.76
20274,385.92,12063.1,1.99,39.92,-3.61,24.32
20275,448.45,22430.17,1.34,-3.12,0.08,15.56
20276,77.97,13352.2,2.2,21.8,9.18,12.69
20277,173.57,23772.24,1.35,24.64,-0.87,20.08
20278,418.89,42041.11,2.31,10.92,29.51,9.44
20279,33.8,33162.96,2.29,10.3,-0.66,3.31
20280,331.41,39467.22,1.86,16.61,12.86,13.42
20281,445.7,48607.82,2.27,-2.66,8.07,5.22
20282,463.52,43135.28,0.56,-9.92,17.96,0.57
20283,132.76,38121.76,0.59,28.34,16.79,4.26
20284,59.92,43283.17,2.98,-2.47,21.68,4.19
20285,99.46,47542.83,0.6,5.03,4.55,6.28
20286,48.92,8841.34,0.85,31.86,1.47,12.27
20287,173.7,17921.73,0.82,1.72,16.43,19.51
20288,480.63,48146.85,1.92,14.63,-4.97,7.66
20289,404.54,4609.53,2.32,6.67,24.94,23.75
20290,392.3,318.39,2.19,0.78,0.19,11.69
20291,360.75,32782.35,1.83,8.76,8.46,17.4
20292,379.92,2714.21,0.54,31.8,-4.04,4.46
20293,393.29,49967.19,1.53,33.12,6.57,14.33
20294,344.75,1316.31,2.25,27.38,6.9,17.31
20295,486.31,13728.0,1.99,-7.41,6.15,4.04
20296,460.29,20226.88,1.2,0.7,8.1,21.42
20297,141.81,32333.44,1.2,34.39,-4.84,19.78
20298,160.17,18308.11,1.37,17.32,1.33,21.83
20299,171.71,10926.28,2.07,3.83,-2.85,0.96
20300,179.84,41593.23,2.15,13.58,23.86,2.89
20301,333.45,35182.15,2.49,36.64,-3.74,18.45
20302,428.25,22781.55,1.06,15.01,0.33,7.86
20303,179.06,17932.94,2.15,9.87,27.41,4.62
20304,157.36,47460.69,0.77,26.67,-0.47,14.66
20305,420.84,36559.18,2.38,-8.08,26.59,5.55
20306,296.75,19760.68,2.25,13.4,-0.62,15.82
20307,21.67,4892.02,2.45,34.89,23.75,23.86
20308,35.24,9864.8,2.94,39.12,-1.06,6.15
20309,167.16,49086.45,2.28,29.62,29.18,20.32
20310,326.41,48707.68,0.69,-3.61,24.49,18.01
20311,361.72,33483.42,2.42,8.76,3.08,23.63
20312,247.93,20138.71,1.65,-9.31,7.03,0.29
20313,195.23,43851.95,2.86,-9.12,11.22,9.95
20314,454.35,23382.04,2.65,19.51,-3.77,17.77
20315,448.11,19417.57,1.36,2.51,23.91,10.31
20316,135.79,34271.43,0.66,31.09,19.34,1.82
20317,57.48,20042.48,1.67,17.74,6.7,17.14
20318,169.25,22191.06,1.11,20.93,-3.28,1.58
20319,436.46,25388.93,2.54,-0.42,-1.44,1.73
20320,266.15,9909.2,1.35,11.1,9.34,11.93
20321,455.97,349.9,2.57,14.57,23.84,22.07
20322,24.54,43132.06,1.28,35.94,12.85,3.09
20323,329.66,27683.89,0.65,-3.06,1.13,9.74
20324,320.81,30995.41,2.96,12.15,12.15,16.04
20325,455.07,14738.25,2.87,19.01,21.21,10.46
20326,145.46,2702.52,1.75,27.21,17.33,20.64
20327,78.33,42400.91,1.09,6.47,4.35,10.13
20328,147.08,25474.79,0.87,10.02,21.5,16.64
20329,51.06,20612.81,1.65,19.63,-0.65,11.44
20330,210.07,8521.68,1.58,37.24,26.62,15.83
20331,35.24,7117.72,2.97,-8.8,26.78,15.91
20332,79.51,13939.86,2.76,13.23,-4.12,2.62
20333,481.65,6623.12,0.53,34.79,14.71,3.91
20334,363.11,12040.51,2.16,12.3,-3.62,22.64
20335,207.74,40405.48,2.01,-6.65,-4.91,0.19
20336,119.83,39888.94,2.94,8.1,-2.03,24.13
20337,403.45,38866.21,1.25,0.9,-0.58,18.74
20338,383.8,38159.5,0.94,37.18,1.54,20.25
20339,368.56,16324.84,2.45,1.16,-0.04,12.25
20340,480.74,24823.77,2.44,26.99,15.3,17.48
20341,259.9,37520.93,2.58,3.09,1.29,3.08
20342,194.66,26930.91,0.52,8.13,1.27,2.24
20343,207.3,2831.87,1.49,30.12,16.84,23.74
20344,193.75,41473.48,1.01,2.51,2.9,0.77
20345,271.76,29522.29,2.18,-5.69,22.65,24.27
20346,372.21,49094.73,2.33,3.41,18.85,17.99
20347,246.8,31026.67,2.3,-9.88,7.05,0.74
20348,147.01,21899.68,1.92,32.94,9.25,21.04
20349,459.48,16265.76,2.5,24.01,28.17,20.95
20350,485.51,42396.49,2.38,-4.2,5.31,22.37
20351,468.86,38524.84,1.02,37.49,8.32,7.1
20352,332.08,3070.34,2.73,31.08,12.71,4.1
20353,150.89,7026.89,2.81,0.75,14.49,19.09
20354,394.03,45994.28,0.58,18.13,-4.07,1.11
20355,185.02,16843.37,1.07,16.01,11.58,24.26
20356,69.18,35167.42,2.39,36.14,6.88,1.88
20357,54.17,12509.37,1.51,26.89,22.0,22.42
20358,298.9,32050.8,2.79,21.24,9.44,5.89
20359,307.15,15983.19,1.22,1.4,-2.27,15.92
20360,140.72,36986.13,1.03,20.33,15.42,16.34
20361,269.12,430.07,1.78,30.89,24.67,22.68
20362,266.74,46445.44,2.51,15.01,7.48,4.14
20363,167.54,42754.35,1.26,17.73,25.04,11.53
20364,331.1,4777.61,2.45,8.91,8.62,4.05
20365,389.33,5814.15,1.52,-1.43,25.34,11.89
20366,462.76,1592.14,2.98,-3.72,19.61,21.9
20367,403.35,9821.68,2.84,37.51,-1.83,23.36
20368,86.96,30930.49,1.06,23.13,13.38,4.09
20369,53.07,10369.67,1.29,1.04,29.47,2.83
20370,240.99,12150.9,1.15,-1.69,19.16,8.81
20371,398.23,45667.78,1.89,3.08,2.98,7.98
20372,396.4,4443.25,0.62,33.65,21.58,11.18
20373,85.31,49133.41,2.45,39.21,-3.87,20.99
20374,481.59,25815.05,1.66,13.59,16.11,22.82
20375,188.37,14985.14,2.06,27.14,16.25,9.48
20376,270.55,22551.83,0.79,15.33,19.69,24.17
20377,97.51,33757.83,2.35,17.84,1.32,11.86
20378,109.54,14042.19,2.61,27.6,2.63,11.53
20379,479.69,2697.32,1.99,8.1,10.63,19.55
20380,109.11,3909.27,2.91,9.27,9.98,19.07
20381,440.98,30172.24,2.01,36.41,16.15,19.32
20382,254.84,49984.13,2.5,30.55,29.85,23.62
20383,22.09,10344.03,2.54,5.35,27.35,1.48
20384,282.48,47428.3,1.89,37.65,-0.33,12.13
20385,218.97,47367.6,1.88,2.22,-1.85,9.2
20386,199.15,33527.92,0.55,-7.76,15.11,11.32
20387,229.69,40589.5,2.99,34.39,18.12,0.44
20388,314.14,5148.91,2.67,33.73,9.85,22.27
20389,469.91,7330.81,2.62,35.63,28.28,11.0
20390,233.78,25513.36,1.43,0.97,2.37,24.67
20391,147.09,18423.11,2.28,11.86,27.56,16.22
20392,349.75,49857.54,1.97,12.9,-4.02,2.31
20393,332.18,15340.23,1.88,21.79,1.39,13.97
20394,36.87,28295.48,2.56,-4.41,6.33,5.76
20395,360.22,14978.75,1.43,7.15,-1.52,15.05
20396,306.95,24891.31,2.21,27.95,24.49,15.36
20397,129.78,5571.52,2.01,9.23,19.23,18.07
20398,420.14,6328.84,0.68,28.82,24.22,16.9
20399,307.44,17790.44,2.11,-4.08,11.79,12.43
20400,308.85,41478.89,1.72,8.34,-0.95,1.19
20401,317.85,45677.22,2.39,-5.04,22.35,4.58
20402,390.99,47916.72,0.92,-8.39,15.43,7.65
20403,186.48,47237.12,2.09,5.96,23.25,7.77
20404,356.52,22945.01,2.21,16.95,8.05,2.71
20405,351.02,49929.24,2.34,-0.14,7.57,18.29
20406,370.98,35878.26,1.88,23.26,-0.89,24.75
20407,490.61,22203.59,2.41,5.69,10.02,2.3
20408,220.53,5121.43,1.02,16.25,14.72,4.35
